Date,Adj Close,Close,High,Low,Open,Volume
2020-03-12,171.96990966796875,177.32000732421875,190.77999877929688,176.94000244140625,182.08999633789062,137820700
2020-03-13,186.53672790527344,192.33999633789062,194.47999572753906,178.1300048828125,187.07000732421875,134882000
2020-03-16,164.19190979003906,169.3000030517578,184.67999267578125,169.16000366210938,174.14999389648438,92054400
2020-03-17,176.6444854736328,182.13999938964844,184.38999938964844,169.77999877929688,175.47000122070312,121257100
2020-03-18,171.2716522216797,176.60000610351562,179.22000122070312,166.8000030517578,171.61000061035156,114156300
2020-03-19,172.29966735839844,177.66000366210938,183.49000549316406,171.6300048828125,175.69000244140625,120896500
2020-03-20,165.5496826171875,170.6999969482422,182.8699951171875,170.10000610351562,181.74000549316406,118983900
2020-03-23,165.66920471191406,170.4600067138672,174.2100067138672,164.92999267578125,170.9199981689453,124639800
2020-03-24,178.4982147216797,183.66000366210938,183.8300018310547,177.9499969482422,179.91000366210938,94881800
2020-03-25,177.17642211914062,182.3000030517578,189.50999450683594,179.97999572753906,184.4199981689453,88754900
2020-03-26,186.5066375732422,191.89999389648438,192.72000122070312,183.61000061035156,183.8699951171875,79887600
2020-03-27,180.09213256835938,185.3000030517578,190.50999450683594,184.66000366210938,186.92999267578125,58845000
2020-03-30,186.64271545410156,192.0399932861328,192.49000549316406,186.33999633789062,187.05999755859375,49356900
2020-03-31,185.0487823486328,190.39999389648438,195.25,189.1999969482422,191.72000122070312,62659300
2020-04-01,177.18612670898438,182.30999755859375,187.66000366210938,180.86000061035156,184.77000427246094,53715400
2020-04-02,180.78213500976562,186.00999450683594,190.10000610351562,180.97000122070312,181.24000549316406,56465300
2020-04-03,178.21633911132812,183.3699951171875,187.07000732421875,181.2899932861328,185.5500030517578,47487600
2020-04-06,190.95790100097656,196.47999572753906,197.64999389648438,189.19000244140625,190.47999572753906,64763500
2020-04-07,190.88015747070312,196.39999389648438,202.66000366210938,196.0,202.3699951171875,69904500
2020-04-08,194.9329833984375,200.57000732421875,201.1699981689453,196.1699981689453,198.14999389648438,45940400
2020-04-09,195.2147979736328,200.86000061035156,203.22000122070312,199.02999877929688,202.35000610351562,68252600
2020-04-13,197.32382202148438,203.02999877929688,203.4199981689453,198.75,200.0,42853900
2020-04-14,205.90565490722656,211.86000061035156,212.5,206.4199981689453,207.22999572753906,63959600
2020-04-15,203.5439453125,209.42999267578125,211.8300018310547,207.1199951171875,208.47999572753906,47036000
2020-04-16,207.256591796875,213.25,214.3699951171875,209.69000244140625,211.69000244140625,64657400
2020-04-17,209.23924255371094,215.2899932861328,216.50999450683594,212.0800018310547,216.1699981689453,62863200
2020-04-20,206.760986328125,212.74000549316406,215.8800048828125,212.57000732421875,213.36000061035156,38249100
2020-04-21,199.13153076171875,204.88999938964844,211.16000366210938,203.6300048828125,210.60000610351562,72932800
2020-04-22,205.04066467285156,210.97000122070312,212.35000610351562,208.3300018310547,209.10000610351562,40089100
2020-04-23,204.6033477783203,210.52000427246094,214.44000244140625,210.10000610351562,211.7899932861328,43278500
2020-04-24,207.83001708984375,213.83999633789062,214.3000030517578,209.5,210.97000122070312,34231900
2020-04-27,209.5016326904297,215.55999755859375,216.6300048828125,214.5,216.19000244140625,36451700
2020-04-28,205.55580139160156,211.5,217.32000732421875,211.2100067138672,217.32000732421875,46862800
2020-04-29,212.8450164794922,219.0,219.97000122070312,215.13999938964844,216.19000244140625,48716400
2020-04-30,212.7574920654297,218.91000366210938,220.0399932861328,217.35000610351562,219.9499969482422,43359500
2020-05-01,206.760986328125,212.74000549316406,216.6699981689453,211.67999267578125,214.5,48795000
2020-05-04,209.17123413085938,215.22000122070312,215.4499969482422,211.1199951171875,211.4600067138672,32841000
2020-05-05,211.54263305664062,217.66000366210938,220.13999938964844,216.85000610351562,217.44000244140625,37783100
2020-05-06,212.8450164794922,219.0,221.0399932861328,218.11000061035156,219.39999389648438,36455200
2020-05-07,215.585693359375,221.82000732421875,222.72999572753906,220.4199981689453,221.82000732421875,38624800
2020-05-08,218.54031372070312,224.86000061035156,225.0,222.47999572753906,223.5500030517578,31852300
2020-05-11,220.49380493164062,226.8699951171875,227.92999267578125,223.25,223.49000549316406,35714100
2020-05-12,215.8772735595703,222.1199951171875,228.10000610351562,222.08999633789062,227.49000549316406,41054100
2020-05-13,213.17544555664062,219.33999633789062,224.61000061035156,216.7100067138672,222.66000366210938,65521200
2020-05-14,215.59544372558594,221.8300018310547,221.8699951171875,215.99000549316406,217.97000122070312,51549300
2020-05-15,216.99496459960938,223.27000427246094,223.3300018310547,218.3300018310547,218.77999877929688,55747200
2020-05-18,221.0380401611328,227.42999267578125,228.67999267578125,225.47000122070312,226.27999877929688,42398100
2020-05-19,220.4840545654297,226.86000061035156,229.85000610351562,226.7100067138672,227.6999969482422,36237300
2020-05-20,224.88674926757812,231.38999938964844,231.75999450683594,229.47999572753906,229.5,37417000
2020-05-21,222.4375762939453,228.8699951171875,232.13999938964844,228.33999633789062,231.44000244140625,43642900
2020-05-22,223.2053985595703,229.66000366210938,229.8699951171875,227.5,228.4499969482422,28762400
2020-05-26,222.602783203125,229.0399932861328,233.57000732421875,228.7899932861328,233.36000061035156,33055300
2020-05-27,223.81765747070312,230.2899932861328,230.41000366210938,223.94000244140625,228.69000244140625,55665600
2020-05-28,223.52609252929688,229.99000549316406,233.47000122070312,229.0500030517578,229.11000061035156,42784300
2020-05-29,226.80136108398438,233.36000061035156,233.60000610351562,228.75999450683594,230.3800048828125,50691800
2020-06-01,227.48171997070312,234.05999755859375,234.4499969482422,232.0,232.4600067138672,25776000
2020-06-02,229.00759887695312,235.6300048828125,235.69000244140625,232.00999450683594,234.5,33383400
2020-06-03,230.0377960205078,236.69000244140625,237.47000122070312,235.35000610351562,236.25999450683594,37228700
2020-06-04,228.42445373535156,235.02999877929688,237.7899932861328,233.67999267578125,236.3300018310547,38716100
2020-06-05,232.9534912109375,239.69000244140625,240.3000030517578,235.6300048828125,236.22000122070312,47365600
2020-06-08,234.76124572753906,241.5500030517578,241.67999267578125,237.91000366210938,239.5399932861328,32937300
2020-06-09,236.46202087402344,243.3000030517578,244.17999267578125,240.47000122070312,240.66000366210938,35046300
2020-06-10,239.29995727539062,246.22000122070312,247.82000732421875,244.50999450683594,245.0500030517578,58084400
2020-06-11,227.44285583496094,234.02000427246094,243.58999633789062,233.9600067138672,242.16000366210938,72919400
2020-06-12,229.25059509277344,235.8800048828125,240.39999389648438,231.74000549316406,239.08999633789062,72034800
2020-06-15,232.03990173339844,238.75,239.4499969482422,231.47000122070312,232.44000244140625,45307400
2020-06-16,236.0247039794922,242.85000610351562,244.38999938964844,239.10000610351562,243.77999877929688,48890100
2020-06-17,236.77304077148438,243.6199951171875,245.5,242.72999572753906,244.39999389648438,34749300
2020-06-18,237.41448974609375,244.27999877929688,244.52999877929688,242.49000549316406,243.2899932861328,30578600
2020-06-19,237.37562561035156,244.24000549316406,247.0,242.4499969482422,246.72999572753906,49422100
2020-06-22,240.22239685058594,246.74000549316406,246.8699951171875,243.3800048828125,243.67999267578125,24068700
2020-06-23,242.26693725585938,248.83999633789062,251.14999389648438,247.82000732421875,248.38999938964844,32767400
2020-06-24,237.27244567871094,243.7100067138672,249.3300018310547,242.16000366210938,248.05999755859375,46032400
2020-06-25,239.53114318847656,246.02999877929688,246.33999633789062,241.13999938964844,243.8000030517578,36940800
2020-06-26,233.87457275390625,240.22000122070312,245.9600067138672,239.67999267578125,245.77999877929688,52824600
2020-06-29,236.4254150390625,242.83999633789062,242.85000610351562,237.35000610351562,239.97000122070312,34377800
2020-06-30,241.0596466064453,247.60000610351562,248.16000366210938,242.5800018310547,242.77000427246094,38909200
2020-07-01,243.8733367919922,250.49000549316406,251.52000427246094,247.0800018310547,247.63999938964844,34689200
2020-07-02,245.5283966064453,252.19000244140625,254.27000427246094,251.7100067138672,253.02000427246094,31956500
2020-07-06,251.5646209716797,258.3900146484375,258.92999267578125,255.42999267578125,255.4499969482422,34589000
2020-07-07,249.8316192626953,256.6099853515625,260.8800048828125,256.29998779296875,258.1300048828125,36578200
