Date,Adj Close,Close,High,Low,Open,Volume
2020-03-12,104.9825668334961,111.97000122070312,119.9000015258789,111.5999984741211,116.7699966430664,70114300
2020-03-13,112.01451873779297,119.47000122070312,119.95999908447266,109.55000305175781,118.30999755859375,57915100
2020-03-16,97.15363311767578,103.62000274658203,111.30000305175781,101.43000030517578,108.62000274658203,59095700
2020-03-17,101.60722351074219,108.37000274658203,110.5,100.61000061035156,104.95999908447266,59344800
2020-03-18,93.73140716552734,99.97000122070312,106.77999877929688,96.25,103.05000305175781,62296700
2020-03-19,97.38803100585938,103.87000274658203,106.80000305175781,95.69000244140625,99.66000366210938,62654700
2020-03-20,95.07215881347656,101.4000015258789,108.76000213623047,100.44999694824219,106.12000274658203,76203700
2020-03-23,93.66577911376953,99.9000015258789,102.18000030517578,95.91000366210938,101.9000015258789,63534700
2020-03-24,102.23541259765625,109.04000091552734,109.33000183105469,99.93000030517578,105.37000274658203,73386700
2020-03-25,103.50605010986328,109.97000122070312,114.0,106.0199966430664,109.4800033569336,56043700
2020-03-26,109.94400024414062,116.80999755859375,117.5999984741211,111.19999694824219,111.54000091552734,51657600
2020-03-27,105.94381713867188,112.55999755859375,116.0199966430664,110.87000274658203,112.25,39931500
2020-03-30,108.27803802490234,115.04000091552734,115.26000213623047,110.80000305175781,113.23999786376953,41552100
2020-03-31,107.73211669921875,114.45999908447266,116.16999816894531,111.95999908447266,114.5999984741211,52948000
2020-04-01,100.39061737060547,106.66000366210938,110.37999725341797,105.52999877929688,108.69999694824219,54224200
2020-04-02,101.34123992919922,107.66999816894531,110.38999938964844,104.56999969482422,105.72000122070312,43774200
2020-04-03,98.47052001953125,104.62000274658203,108.0,102.5999984741211,106.58999633789062,42189200
2020-04-06,106.00968933105469,112.62999725341797,113.33999633789062,109.0199966430664,109.08999633789062,48708100
2020-04-07,106.28264617919922,112.91999816894531,118.63999938964844,112.38999938964844,116.87999725341797,57546100
2020-04-08,111.12993621826172,118.06999969482422,119.23999786376953,113.29000091552734,114.87999725341797,52822300
2020-04-09,116.44783020019531,123.72000122070312,124.61000061035156,121.33000183105469,121.91999816894531,69528600
2020-04-13,113.29474639892578,120.37000274658203,123.51000213623047,119.12000274658203,122.8499984741211,40198200
2020-04-14,115.59132385253906,122.80999755859375,124.87999725341797,121.30000305175781,123.9000015258789,35089700
2020-04-15,110.87582397460938,117.80000305175781,119.11000061035156,116.66000366210938,117.86000061035156,34809900
2020-04-16,110.03812408447266,116.91000366210938,118.41999816894531,114.55999755859375,118.08999633789062,49501300
2020-04-17,114.88540649414062,122.05999755859375,122.72000122070312,120.05999755859375,121.9000015258789,46250200
2020-04-20,113.5300521850586,120.62000274658203,122.9000015258789,119.04000091552734,119.58999633789062,36700500
2020-04-21,110.8193359375,117.73999786376953,119.23999786376953,116.4800033569336,117.41999816894531,31608900
2020-04-22,112.16529083251953,119.16999816894531,120.98999786376953,118.7699966430664,120.31999969482422,24333800
2020-04-23,113.26651763916016,120.33999633789062,122.9000015258789,119.68000030517578,120.11000061035156,38571200
2020-04-24,115.21483612060547,122.41000366210938,123.31999969482422,120.08999633789062,121.52999877929688,27147500
2020-04-27,119.77976989746094,127.26000213623047,128.44000244140625,123.86000061035156,123.94999694824219,39021300
2020-04-28,121.52102661132812,129.11000061035156,131.4600067138672,127.27999877929688,131.1199951171875,47292700
2020-04-29,127.49774169921875,135.4600067138672,136.85000610351562,131.8800048828125,133.49000549316406,50390500
2020-04-30,122.65048217773438,130.30999755859375,132.94000244140625,130.13999938964844,131.89999389648438,43727500
2020-05-01,117.78436279296875,125.13999938964844,127.45999908447266,123.29000091552734,127.1500015258789,43352000
2020-05-04,118.29263305664062,125.68000030517578,125.9000015258789,122.25,123.5999984741211,28498200
2020-05-05,119.20563507080078,126.6500015258789,129.9199981689453,126.0999984741211,128.07000732421875,31209400
2020-05-06,118.33029174804688,125.72000122070312,128.1999969482422,125.0,127.48999786376953,29836800
2020-05-07,119.94916534423828,127.44000244140625,128.5,126.55000305175781,127.38999938964844,27493000
2020-05-08,124.57998657226562,132.36000061035156,132.75,129.19000244140625,130.16000366210938,32122900
2020-05-11,123.95878601074219,131.6999969482422,132.9499969482422,129.3300018310547,130.41000366210938,33983200
2020-05-12,119.50680541992188,126.97000122070312,132.2899932861328,126.83999633789062,132.25999450683594,44275300
2020-05-13,115.50660705566406,122.72000122070312,126.08000183105469,120.41000366210938,125.6500015258789,58719300
2020-05-14,115.88310241699219,123.12000274658203,123.2699966430664,117.18000030517578,119.97000122070312,55904300
2020-05-15,117.72789001464844,125.08000183105469,125.52999877929688,121.45999908447266,122.01000213623047,40236600
2020-05-18,124.88116455078125,132.67999267578125,133.38999938964844,130.8300018310547,131.4499969482422,46981100
2020-05-19,122.41517639160156,130.05999755859375,133.4499969482422,130.05999755859375,132.22000122070312,30270000
2020-05-20,126.12360382080078,134.0,134.97999572753906,132.3800048828125,132.72999572753906,35901300
2020-05-21,126.34949493408203,134.24000549316406,135.05999755859375,132.5800018310547,134.0500030517578,32716500
2020-05-22,126.9612808227539,134.88999938964844,135.0500030517578,133.02000427246094,134.6699981689453,24035200
2020-05-26,130.62261962890625,138.77999877929688,140.3800048828125,134.99000549316406,140.08999633789062,36971000
2020-05-27,134.67926025390625,143.08999633789062,143.5,137.3300018310547,141.57000732421875,42682000
2020-05-28,131.48855590820312,139.6999969482422,144.74000549316406,137.5800018310547,144.74000549316406,42105000
2020-05-29,130.73556518554688,138.89999389648438,139.27999877929688,136.41000366210938,138.3000030517578,41536400
2020-06-01,131.98741149902344,140.22999572753906,141.6699981689453,138.61000061035156,139.25999450683594,25567500
2020-06-02,133.07923889160156,141.38999938964844,141.85000610351562,139.55999755859375,141.07000732421875,24666200
2020-06-03,136.2887725830078,144.8000030517578,146.07000732421875,143.11000061035156,143.6699981689453,36111700
2020-06-04,136.09109497070312,144.58999633789062,145.60000610351562,143.17999267578125,143.83999633789062,28904700
2020-06-05,141.3525390625,150.17999267578125,152.32000732421875,149.5500030517578,150.86000061035156,53513400
2020-06-08,144.0914764404297,153.08999633789062,153.38999938964844,151.6300048828125,152.35000610351562,33834300
2020-06-09,141.4278564453125,150.25999450683594,151.77000427246094,149.05999755859375,150.86000061035156,39646000
2020-06-10,137.5876922607422,146.17999267578125,150.25999450683594,145.89999389648438,150.08999633789062,51774500
2020-06-11,127.0930404663086,135.02999877929688,141.02999877929688,134.77000427246094,140.14999389648438,72041500
2020-06-12,130.14260864257812,138.27000427246094,141.02000427246094,134.14999389648438,140.3300018310547,63864900
2020-06-15,133.1514434814453,140.99000549316406,142.05999755859375,133.27999877929688,133.27999877929688,57354800
2020-06-16,136.35299682617188,144.3800048828125,146.69000244140625,141.02999877929688,146.69000244140625,48957000
2020-06-17,133.88809204101562,141.77000427246094,144.99000549316406,141.32000732421875,144.58999633789062,34811400
2020-06-18,133.84088134765625,141.72000122070312,143.30999755859375,139.80999755859375,140.3699951171875,26974100
2020-06-19,133.1514434814453,140.99000549316406,144.50999450683594,139.83999633789062,144.4199981689453,50293800
2020-06-22,134.4830780029297,142.39999389648438,142.55999755859375,138.8300018310547,140.24000549316406,28983200
2020-06-23,135.0497283935547,143.0,144.66000366210938,142.64999389648438,144.32000732421875,20344200
2020-06-24,130.66769409179688,138.36000061035156,141.60000610351562,136.30999755859375,141.10000610351562,42998700
2020-06-25,132.64149475097656,140.4499969482422,140.5800018310547,136.2899932861328,137.7100067138672,37191200
2020-06-26,129.07162475585938,136.6699981689453,139.8300018310547,136.49000549316406,139.47999572753906,39100100
2020-06-29,133.29312133789062,141.13999938964844,141.99000549316406,137.10000610351562,138.7100067138672,33935200
2020-06-30,135.21969604492188,143.17999267578125,143.6199951171875,140.58999633789062,140.6699981689453,32865900
2020-07-01,133.9353485107422,141.82000732421875,144.50999450683594,141.24000549316406,143.64999389648438,26457500
2020-07-02,134.4830780029297,142.39999389648438,145.27999877929688,141.88999938964844,144.55999755859375,24022400
2020-07-06,135.45579528808594,143.42999267578125,145.6999969482422,142.92999267578125,145.32000732421875,19858200
2020-07-07,133.05703735351562,140.88999938964844,143.44000244140625,140.47999572753906,142.17999267578125,22661000
2020-07-08,134.0486602783203,141.94000244140625,142.5,139.10000610351562,140.75999450683594,27358900
2020-07-09,131.33822631835938,139.07000732421875,142.35000610351562,137.24000549316406,142.02000427246094,34647800
2020-07-10,133.45367431640625,141.30999755859375,141.5,138.4600067138672,139.13999938964844,24008200
2020-07-13,131.76318359375,139.52000427246094,144.63999938964844,139.38999938964844,142.8000030517578,34235500
2020-07-14,133.9447784423828,141.8300018310547,141.97999572753906,138.63999938964844,139.42999267578125,28114000
2020-07-15,138.8556671142578,147.02999877929688,147.77999877929688,144.7899932861328,145.4199981689453,40770100
2020-07-16,138.03402709960938,146.16000366210938,146.6699981689453,144.8800048828125,146.11000061035156,30530800
2020-07-17,138.44009399414062,146.58999633789062,147.58999633789062,145.50999450683594,146.67999267578125,20644100
2020-07-20,137.8451690673828,145.9600067138672,146.85000610351562,145.14999389648438,146.1199951171875,19663300
2020-07-21,139.800048828125,148.02999877929688,149.16000366210938,147.1999969482422,147.47000122070312,24503800
2020-07-22,139.87562561035156,148.11000061035156,148.6699981689453,147.02999877929688,147.08999633789062,24424800
2020-07-23,140.0172882080078,148.25999450683594,150.1999969482422,146.6999969482422,147.97999572753906,21704900
2020-07-24,137.95846557617188,146.0800018310547,147.6699981689453,145.55999755859375,147.2899932861328,20015500
2020-07-27,139.3939666748047,147.60000610351562,147.69000244140625,145.38999938964844,146.19000244140625,13370700
2020-07-28,138.00570678710938,146.1300048828125,148.0399932861328,146.05999755859375,147.07000732421875,13268000
2020-07-29,141.0467071533203,149.35000610351562,149.4499969482422,146.97999572753906,147.0,19864400
2020-07-30,140.489501953125,148.75999450683594,149.1199951171875,146.3300018310547,147.13999938964844,23618900
2020-07-31,139.1673126220703,147.36000061035156,148.4199981689453,144.6699981689453,148.13999938964844,29881500
2020-08-03,141.4338836669922,149.75999450683594,149.97000122070312,147.22000122070312,148.2899932861328,20777100
2020-08-04,142.40664672851562,150.7899932861328,150.92999267578125,149.0399932861328,149.38999938964844,20285000
2020-08-05,145.23980712890625,153.7899932861328,153.88999938964844,151.77999877929688,152.2899932861328,18190200
2020-08-06,145.1831817626953,153.72999572753906,154.44000244140625,152.91000366210938,153.8000030517578,18237700
2020-08-07,147.48748779296875,156.1699981689453,156.25,153.14999389648438,153.4499969482422,20475200
2020-08-10,149.01744079589844,157.7899932861328,158.8300018310547,156.64999389648438,156.64999389648438,24000500
2020-08-11,148.15806579589844,156.8800048828125,159.82000732421875,156.16000366210938,159.27000427246094,30359400
2020-08-12,148.76248168945312,157.52000427246094,158.88999938964844,156.49000549316406,158.6699981689453,23378300
2020-08-13,148.4508056640625,157.19000244140625,158.52999877929688,156.64999389648438,156.99000549316406,15799900
2020-08-14,148.35638427734375,157.08999633789062,157.75999450683594,155.8699951171875,156.27999877929688,13360900
2020-08-17,149.121337890625,157.89999389648438,158.02999877929688,156.74000549316406,157.5,9744200
2020-08-18,147.6952667236328,156.38999938964844,157.85000610351562,155.7100067138672,157.85000610351562,14670400
2020-08-19,147.70472717285156,156.39999389648438,158.0399932861328,156.19000244140625,156.92999267578125,14337300
2020-08-20,147.1002960205078,155.75999450683594,156.49000549316406,154.5399932861328,154.8000030517578,15413000
